timestamp,workload,carbon_intensity
2023-01-01 00:00:00,27.33915248918453,255.93752387394576
2023-01-01 01:00:00,34.47413272116725,236.91810015200727
2023-01-01 02:00:00,23.700614557768347,339.6695819509112
2023-01-01 03:00:00,33.11191261961748,264.8218598256863
2023-01-01 04:00:00,28.39405588293727,365.88056912128036
2023-01-01 05:00:00,29.669087332128456,309.78654819175614
2023-01-01 06:00:00,31.08611325054793,359.40529942547494
2023-01-01 07:00:00,20.438455862705023,469.8930439664646
2023-01-01 08:00:00,54.92375546101699,484.8326010135192
2023-01-01 09:00:00,57.66661180185688,379.82319881946154
2023-01-01 10:00:00,67.06627202604409,354.7359384304958
2023-01-01 11:00:00,51.62891848368575,261.2585996263429
2023-01-01 12:00:00,46.086788373196136,219.85842809706045
2023-01-01 13:00:00,60.846074068383764,327.3117419799575
2023-01-01 14:00:00,61.16001874549549,253.84510859050445
2023-01-01 15:00:00,55.8248677122971,304.1208229236678
2023-01-01 16:00:00,66.03704703339096,330.5589285249547
2023-01-01 17:00:00,60.521393391361364,500.03645037212044
2023-01-01 18:00:00,56.96891762929584,477.39416828812745
2023-01-01 19:00:00,61.62848314190938,368.0826120445797
2023-01-01 20:00:00,36.701389653986595,496.43773631524226
2023-01-01 21:00:00,14.10958811635094,421.40736290022
2023-01-01 22:00:00,44.05854724743303,282.9111423663161
2023-01-01 23:00:00,27.237931772318365,229.73041467689214
2023-01-02 00:00:00,20.458387609694427,287.67313710360145
2023-01-02 01:00:00,37.191755275785454,439.17150053280886
2023-01-02 02:00:00,30.337952183176434,464.44060328399604
2023-01-02 03:00:00,18.14743098395816,330.3405630189846
2023-01-02 04:00:00,40.55040207470203,315.1611411102085
2023-01-02 05:00:00,50.94170057094936,336.88065272652324
2023-01-02 06:00:00,30.605966354637758,538.8263482680891
2023-01-02 07:00:00,19.78511142894753,584.0381517055076
2023-01-02 08:00:00,65.48916149225758,506.9275557591184
2023-01-02 09:00:00,71.86808201799414,455.8171302229581
2023-01-02 10:00:00,65.20756975697425,356.74749973416164
2023-01-02 11:00:00,58.327470662168025,254.24644917562364
2023-01-02 12:00:00,45.445055314418326,395.8184546021519
2023-01-02 13:00:00,56.07875137774491,317.5600413167713
2023-01-02 14:00:00,46.2667836346971,298.83782512325325
2023-01-02 15:00:00,49.964819945667344,382.44355012219637
2023-01-02 16:00:00,64.865450529232,421.1786181232243
2023-01-02 17:00:00,53.424712909999414,516.5075684346232
2023-01-02 18:00:00,56.28237327011155,462.4083401137734
2023-01-02 19:00:00,23.254810695473324,498.28738560708456
2023-01-02 20:00:00,25.58390607026913,562.5093539875015
2023-01-02 21:00:00,56.8786067394191,545.01301874703
2023-01-02 22:00:00,38.253025941039375,363.5068633562379
2023-01-02 23:00:00,19.52016085167817,309.4256645410164
2023-01-03 00:00:00,27.46892848024586,391.6057978447675
2023-01-03 01:00:00,16.995681624394287,367.1402261770165
2023-01-03 02:00:00,42.06327756780993,386.69952907347243
2023-01-03 03:00:00,11.831281901690815,438.44081273826004
2023-01-03 04:00:00,25.669453351457516,405.36488147988536
2023-01-03 05:00:00,28.033143926464135,464.680100344658
2023-01-03 06:00:00,14.044477142900297,472.19550813722276
2023-01-03 07:00:00,45.51326689934287,558.3868411468145
2023-01-03 08:00:00,58.599018425119446,528.0643308497336
2023-01-03 09:00:00,68.22606638787134,493.8324595178654
2023-01-03 10:00:00,55.05471668180484,465.7662470670679
2023-01-03 11:00:00,63.99361369351162,315.76633536852495
2023-01-03 12:00:00,56.22085048888697,319.6114662615498
2023-01-03 13:00:00,59.18722060165797,423.7627544281492
2023-01-03 14:00:00,54.48996534690205,396.1142897237319
2023-01-03 15:00:00,80.47175307177763,471.16210979203817
2023-01-03 16:00:00,55.09104112036646,423.8846372473331
2023-01-03 17:00:00,64.20188030358975,609.429861702557
2023-01-03 18:00:00,53.05824818754517,609.0281729879922
2023-01-03 19:00:00,19.03956288953893,492.739613277839
2023-01-03 20:00:00,33.078368421274874,538.7032217954638
2023-01-03 21:00:00,15.62010588688253,550.4724334807682
2023-01-03 22:00:00,24.666864233683388,340.90425126495364
2023-01-03 23:00:00,23.77797223604187,346.663326921549
2023-01-04 00:00:00,21.664644320233123,352.55670474391474
2023-01-04 01:00:00,36.24432684551985,404.19004214510375
2023-01-04 02:00:00,23.61247022582028,527.2906717109556
2023-01-04 03:00:00,32.534579117386784,491.37300501276707
2023-01-04 04:00:00,68.24566685986932,306.3620307334972
2023-01-04 05:00:00,27.028500470005582,486.755992872922
2023-01-04 06:00:00,36.239300931522024,530.8163307920244
2023-01-04 07:00:00,30.91130102231795,572.9238225684912
2023-01-04 08:00:00,53.76933709020612,587.0956277215035
2023-01-04 09:00:00,69.45414402213832,475.3195573793175
2023-01-04 10:00:00,65.89202928231096,389.5818674282838
2023-01-04 11:00:00,67.49701647265472,430.4191082099207
2023-01-04 12:00:00,55.779660309212545,297.22224644114135
2023-01-04 13:00:00,44.2303542856546,471.48639846259647
2023-01-04 14:00:00,55.09075735428447,369.861151708935
2023-01-04 15:00:00,71.88907297262165,309.57429389480444
2023-01-04 16:00:00,60.602022371723244,441.2439816345623
2023-01-04 17:00:00,60.133392295939885,511.03667723934194
2023-01-04 18:00:00,67.68067523086708,591.3427056447449
2023-01-04 19:00:00,21.500180235808518,630.2444248614113
2023-01-04 20:00:00,25.339603509371198,624.4896050752881
2023-01-04 21:00:00,33.52249307493359,616.2733784210699
2023-01-04 22:00:00,41.65584668946674,494.4550327791238
2023-01-04 23:00:00,28.74829983137646,454.36112274506564
2023-01-05 00:00:00,22.49125883156608,342.7023764451418
2023-01-05 01:00:00,27.744758695777474,401.96634669833355
2023-01-05 02:00:00,26.59498756571664,458.7331381933886
2023-01-05 03:00:00,38.07397658633615,359.3595591331807
2023-01-05 04:00:00,24.571129703674732,506.7147431195332
2023-01-05 05:00:00,18.3397617601051,319.05705873288565
2023-01-05 06:00:00,30.117292252921718,429.13454471083867
2023-01-05 07:00:00,34.523684667584476,561.9665458853663
2023-01-05 08:00:00,63.34266282406928,420.1644076427363
2023-01-05 09:00:00,67.4206826787027,492.5156961245331
2023-01-05 10:00:00,45.65362713010193,402.62235795809823
2023-01-05 11:00:00,57.94239579201632,261.4020392534599
2023-01-05 12:00:00,50.2222958779762,325.37505416455554
2023-01-05 13:00:00,67.1768353576671,363.04618877605407
2023-01-05 14:00:00,61.800594111441754,355.12223172174214
2023-01-05 15:00:00,44.69629670167404,421.4634777025532
2023-01-05 16:00:00,64.31583966043867,420.9227214114445
2023-01-05 17:00:00,54.79387995696418,518.5766849214374
2023-01-05 18:00:00,65.7151009423406,570.840468658165
2023-01-05 19:00:00,34.90695184851677,526.6660810779003
2023-01-05 20:00:00,42.46163644029793,497.75810936042575
2023-01-05 21:00:00,28.468358762648016,574.4802840704574
2023-01-05 22:00:00,40.29263200047398,369.13089122330166
2023-01-05 23:00:00,28.8938817394375,328.68921444955515
2023-01-06 00:00:00,35.32840094522668,293.1746368242863
2023-01-06 01:00:00,20.031698037446983,379.8653351303771
2023-01-06 02:00:00,42.716525919591824,368.7922067159773
2023-01-06 03:00:00,30.69001640667991,420.27662708533046
2023-01-06 04:00:00,61.727092794713464,365.01331139236635
2023-01-06 05:00:00,23.19848941954473,425.26489010696434
2023-01-06 06:00:00,22.87722198260626,502.36515228972195
2023-01-06 07:00:00,36.332424992561656,418.9230332329824
2023-01-06 08:00:00,62.20803132886104,428.70315951255645
2023-01-06 09:00:00,45.27607682513825,490.3595051745928
